margin_low,margin_high,bin_low,bin_hi,p0.01,p0.1,p1,p2,p3,p4,p5,p10,p15,p20,p25,p30,p35,p40,p45,p50,p55,p60,p65,p70,p75,p80,p85,p90,p95,p97,p98,p99,p99.9,p99.99
5.0000001,20,5.00000001,10,-118.7797427,-59.38987136,-56.13463929,-52.87940722,-49.62417515,-46.36894308,-43.11371101,-40.68930159,-35.56947196,-33.1322243,-31.64520976,-29.35762584,-27.34475021,-25.73716565,-23.67210891,-20.70829278,-19.08268973,-16.48320684,-14.3097525,-12.82483716,-3.323461508,7.339588664,10.21403049,11.02078574,11.6809247,13.16968851,13.91407041,14.65845232,15.40283422,30.80566844
5.0000001,20,10.00000001,15,-41.2300825,-20.61504125,-20.42047678,-20.22591231,-20.03134784,-19.83678338,-19.64221891,-19.04509725,-17.27313577,-13.02945052,-8.175844107,-6.798643208,-6.286537931,-3.952021608,-1.156265534,1.177562814,3.414104878,5.739115961,6.893026146,7.059618667,9.238634771,10.08196647,10.32326653,12.4865916,17.1435587,17.28524494,17.35608806,17.42693118,17.4977743,34.9955486
5.0000001,20,15.00000001,20,-85.2465523,-42.62327615,-41.34267592,-40.06207568,-38.78147545,-37.50087521,-36.22027498,-35.7693901,-35.33529005,-26.76111268,-21.06716832,-19.58808114,-18.75759306,-14.4682405,-13.51498324,-10.1908929,-2.556397702,9.277332842,9.784631503,9.958440432,10.16431716,15.14274412,15.63098895,16.72144046,26.27959464,27.51087212,28.12651086,28.7421496,29.35778833,58.71557666
5.0000001,20,20.00000001,25,-101.6058055,-50.80290277,-47.65835936,-44.51381595,-41.36927254,-38.22472914,-36.15304685,-32.6491667,-30.53784091,-24.10731846,-17.16641784,-15.15349588,-12.65661901,-11.76519423,-11.32104704,-10.06677568,-7.109544606,-0.9162091347,1.785021657,3.55861995,3.959284682,5.250462718,6.600841309,8.978089724,9.916556335,11.67455889,12.78311002,13.89166114,15.00021226,30.00042452
5.0000001,20,25.00000001,30,-72.14027526,-36.07013763,-34.99918545,-33.92823327,-32.85728108,-31.7863289,-31.15969057,-29.8569294,-25.80933931,-24.70059989,-24.10577525,-21.54155658,-18.10659865,-17.29813091,-13.03748473,-11.18589051,-11.04395327,-8.649457722,0.02335074114,3.241744859,6.540384966,9.249369738,11.67099271,14.05369378,16.99622787,17.29242937,17.29804637,17.30366338,17.30928038,34.61856076
5.0000001,20,30.00000001,35,-54.56303354,-27.28151677,-25.54873078,-23.81594479,-22.0831588,-20.35037281,-19.58603968,-16.00530638,-12.60525023,-11.62044778,-10.70658778,-10.56739052,-10.28102734,-9.652802484,-8.384180284,-6.770833849,-1.114753554,2.778202748,4.135147675,6.939701116,9.249959977,10.49351999,11.84988843,12.48933043,13.06256906,13.51660802,13.81401264,14.11141726,14.40882189,28.81764378
5.0000001,20,35.00000001,40,-66.48460408,-33.24230204,-31.20384134,-29.16538063,-27.68370108,-26.75880269,-25.8339043,-23.5001559,-22.46257712,-18.58630495,-18.40435099,-16.0298639,-11.01534145,-10.93611485,-10.40329566,-9.321116656,-8.112318702,-7.326314261,-5.94441487,-1.772026733,0.3908106886,1.241237758,2.726885573,8.880461846,9.978697747,9.979245888,10.21158115,10.67597759,11.14037404,22.28074808
5.0000001,20,40.00000001,45,-59.73364586,-29.86682293,-26.82599182,-23.78516071,-22.17581485,-21.99795424,-21.82009363,-19.0302229,-17.64117567,-16.64770226,-15.70386044,-12.71771481,-10.24225241,-9.906776438,-7.70174376,-6.832254019,-5.006863288,-4.117426725,-3.876979138,-1.325915139,0.04417169728,1.834213939,2.984622809,9.04949171,14.67932957,16.34156436,17.56283362,19.17425475,20.78567587,41.57135174
5.0000001,20,45.00000001,50,-43.76207696,-21.88103848,-21.08844675,-20.29585502,-20.00149696,-19.8120302,-19.42980001,-16.38516288,-14.29762595,-13.40348614,-11.49990184,-9.920186775,-9.392788891,-8.662668165,-7.648542547,-5.588608187,-4.561516302,-3.412843658,-2.905724339,-2.752273351,-1.821270138,-0.8821070595,0.3737953182,1.229085409,2.459225197,7.683319399,11.07910085,12.37964067,13.68018049,27.36036098
5.0000001,20,50.00000001,55,-49.91105706,-24.95552853,-22.92021489,-20.73606099,-17.3859917,-14.42210114,-12.77765458,-10.2567822,-9.086800135,-8.356854088,-7.890495052,-7.772908605,-6.569645886,-6.26213848,-4.868265895,-4.273867516,-2.928441444,-1.967377737,-0.7183098759,-0.1554472189,0.5919547437,1.132767034,2.044718901,3.147301165,10.8947246,11.37280844,11.89045912,12.26708492,12.62570755,25.2514151
5.0000001,20,55.00000001,60,-35.3113149,-17.65565745,-17.60693367,-17.55820988,-16.61775254,-15.48956182,-14.6889209,-11.36302847,-9.187896962,-6.370407613,-5.501253178,-3.45725733,-2.785561176,-2.320867916,-1.620302114,-1.339099407,-0.5343706176,-0.1020057688,0.03365695129,1.051146979,1.185876461,2.421397876,2.863594027,4.410080911,5.269283744,7.266435232,8.780819269,11.33441267,13.88800607,27.77601214
5.0000001,20,60.00000001,65,-46.04973338,-23.02486669,-16.76531931,-11.83691597,-11.78937411,-11.32362428,-10.30026381,-8.980088226,-6.905137662,-5.761028742,-4.624244713,-4.252495623,-4.114585321,-3.565364611,-2.693682278,-2.26549736,-2.047540806,-1.977161071,-1.163808959,-0.5272882218,-0.07796919404,0.1003765637,0.7920756921,0.9521001173,2.591645441,4.10476115,6.090417767,7.502168904,8.757400365,17.51480073
5.0000001,20,65.00000001,70,-33.27715018,-16.63857509,-14.79728122,-12.95598735,-12.04255283,-11.8552691,-11.58185342,-8.231405198,-7.6933594,-7.258418584,-5.299980277,-4.568460664,-4.061438643,-3.418991716,-2.667905916,-2.491236171,-2.240974959,-1.836707455,-0.7434495304,-0.1673254814,0.2282337021,0.2409391745,0.7859685097,1.239054208,2.14757385,2.369954321,2.709176271,3.338457242,3.967738213,7.935476426
5.0000001,20,70.00000001,75,-34.06462834,-17.03231417,-13.74990097,-11.61020078,-11.49621911,-10.72199111,-9.766173678,-5.854032472,-4.004007825,-3.31429285,-2.516947686,-2.132137605,-1.86027483,-1.5637059,-1.475083518,-1.188576747,-1.030672008,-0.8827753451,-0.7100855801,-0.4361046338,-0.1405863449,0.01942734279,0.08006491987,0.1289107766,0.8439446061,1.438209533,2.641883605,4.218358409,6.005131063,12.01026213
5.0000001,20,75.00000001,80,-18.48368544,-9.241842721,-8.529407017,-7.87730557,-6.960677214,-5.834057819,-5.160565759,-3.885893645,-2.211882555,-1.962572376,-1.865590735,-1.698875942,-1.468533923,-1.103834631,-0.9518372117,-0.7078650009,-0.5309813766,-0.2678948939,-0.1631672513,-0.06122571948,-0.01790367439,0.2649303909,0.8369034126,2.08207345,4.847008511,6.899869678,6.933452319,7.851921489,11.14037404,22.28074808
5.0000001,20,80.00000001,85,-9.156703664,-4.578351832,-4.43002663,-4.283325796,-4.080809497,-3.716950013,-3.441043001,-2.411438158,-1.713067257,-1.189708966,-0.9369817452,-0.6490625682,-0.5161555072,-0.2686356938,-0.1352466757,-0.02516499768,0.0226603723,0.09649543138,0.2342276558,0.3130312756,0.3734567601,0.731553894,1.405984819,3.799340085,4.62538987,4.795022909,5.022745843,5.296974015,5.604990828,11.20998166
5.0000001,20,85.00000001,90,-15.22556271,-7.612781357,-6.752007801,-6.258587037,-4.958076703,-4.695018686,-4.386062733,-3.004186832,-1.544852111,-1.111003304,-0.6330945666,-0.2797962501,-0.06504341307,-0.009525443598,0.01283566536,0.1193933213,0.1856524687,0.2778263066,0.3943269845,0.4362308205,0.512253917,0.6971244757,1.286086114,1.593037191,3.277108814,3.659503226,4.098308718,4.289590593,4.869915844,9.739831688
5.0000001,20,90.00000001,95,-11.83974926,-5.919874629,-5.282523169,-4.105305554,-2.778673109,-2.282067127,-1.447443984,-0.9093187952,-0.5440114022,-0.3664695372,-0.09060865158,-0.02215131285,0.01048992927,0.06475857771,0.09155778932,0.116455461,0.2491453808,0.3619326266,0.52232032,0.6297052154,0.752322043,0.842759732,0.9502978968,1.308374351,2.389432573,3.014587839,3.539523784,4.782070465,4.888161434,9.776322868
5.0000001,20,95.00000001,99.9999999,-10.00373827,-5.001869137,-1.247268172,-0.8558518742,-0.6072616705,-0.3524266077,-0.3158300831,-0.07704427222,-0.009279168186,0,0.00423927751,0.01414962532,0.01969036174,0.03678210559,0.0581452633,0.09211915654,0.1129360494,0.1556828192,0.210063282,0.2914586104,0.3659867513,0.4333745812,0.5264800231,0.7482846478,0.996804656,1.295173451,1.60609526,1.95689628,2.466330125,4.93266025
5.0000001,20,99.99999991,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.0000001,100,0,5,-192.9333531,-96.46667656,-95.22085121,-94.0974335,-93.93287557,-91.93748343,-83.68674106,-64.88595879,-54.55898994,-47.75547144,-43.56865296,-39.84646188,-30.37912104,-23.78806903,-21.33815779,-18.09895613,-14.64928333,-10.44519516,-8.116302057,-3.093645814,5.120419757,9.994731888,13.79054534,18.59829678,23.24609422,28.516412,32.04673845,34.27085078,36.32821238,72.65642476
20.0000001,100,5.00000001,10,-369.5187166,-184.7593583,-179.2098801,-173.6604018,-132.8343448,-81.92926527,-58.21854212,-45.83510786,-41.90959154,-38.74927425,-31.74859679,-29.67011668,-23.13953619,-21.48570393,-18.37702335,-15.46031809,-7.465770722,-3.006608982,-2.103104387,0.6401864496,5.874065732,8.550427317,12.22193502,16.03520142,21.51441163,23.94584666,25.78595443,28.74805666,31.7101589,63.4203178
20.0000001,100,10.00000001,15,-124.8389097,-62.41945483,-61.03343488,-59.64741493,-58.26139498,-54.6210606,-50.32321785,-43.68160155,-42.42325213,-39.88450033,-39.62869331,-35.1947308,-32.6737741,-31.30871984,-27.64281092,-24.47986366,-22.9733757,-13.9503192,-6.898461808,-1.117143017,3.393671409,6.158151757,8.517696036,10.23053891,12.86023665,14.65142873,15.15907837,15.66672802,16.17437766,32.34875532
20.0000001,100,15.00000001,20,-116.6277749,-58.31388743,-55.70488777,-53.09588811,-51.98894585,-51.10181687,-50.45967091,-42.1488847,-33.46896292,-29.46057562,-28.0242248,-27.20034862,-26.51346547,-21.88616197,-11.23857402,-8.701709624,-7.667992469,-4.639900322,-0.1594744702,3.912398784,7.062404338,8.407759831,8.61151024,9.246178967,11.15198652,13.51853498,14.96294565,15.16566996,15.36839427,30.73678854
20.0000001,100,20.00000001,25,-87.63742356,-43.81871178,-43.52295226,-43.22719274,-42.93143321,-40.84060186,-37.29127464,-28.7708119,-23.59645055,-20.52837375,-19.09779209,-15.31051559,-11.42319839,-9.967079508,-8.253620547,-6.393807077,-5.266213271,-2.12008041,4.329824975,5.461932326,7.24909572,9.656833199,11.43595055,12.24357004,13.62368286,15.1426309,17.04819057,18.95375024,20.85930991,41.71861982
20.0000001,100,25.00000001,30,-63.35780916,-31.67890458,-30.50016266,-29.32142074,-28.78916897,-28.6547573,-28.38408819,-26.54745018,-24.40957293,-17.15590031,-13.43601786,-11.08736401,-6.639683938,-3.597410602,-1.522755016,-0.7305342461,0.4465219389,1.851397534,4.165307593,4.998044091,6.461759424,6.838937378,7.526254796,10.90089638,11.60596662,11.85559914,12.46890925,13.90074125,15.33257325,30.6651465
20.0000001,100,30.00000001,35,-103.9308553,-51.96542763,-44.22832178,-36.49121594,-32.87558287,-30.43751346,-29.06170714,-26.07480897,-25.09684357,-15.01544192,-11.17769726,-9.009486775,-7.525684543,-7.126403419,-4.486762423,-2.385419938,-0.3399371174,0.126009593,0.9326462562,2.348508192,4.031928245,7.849597089,9.348864703,10.57625552,12.40284049,12.46065332,12.87436541,14.71131127,16.54825714,33.09651428
20.0000001,100,35.00000001,40,-57.91771056,-28.95885528,-27.69785046,-26.83039214,-26.75002684,-25.88849973,-24.63639173,-22.23078389,-20.29575173,-18.22157333,-16.66501529,-14.20064925,-11.89247687,-11.50923321,-9.195971316,-7.295771949,-5.069969651,-3.37291579,-3.292923994,-0.1734140037,0.8286664228,4.697932622,6.591833914,8.09043533,8.665474674,9.104317621,10.12610321,12.30238485,15.05591451,30.11182902
20.0000001,100,40.00000001,45,-106.4325756,-53.21628781,-35.18149712,-28.2936373,-26.97275177,-26.58703327,-23.7825968,-15.33723598,-13.77609522,-11.34354346,-10.83688302,-10.17151534,-9.293551664,-8.022791581,-6.310545213,-5.369141928,-4.725337779,-4.258238589,-3.726673749,-2.980605879,-2.142985176,-0.4461331115,0.850977271,1.384685984,3.192963545,7.170376989,10.15545538,13.38478304,14.84757266,29.69514532
20.0000001,100,45.00000001,50,-208.7157118,-104.3578559,-60.91543132,-53.6708096,-34.6521277,-20.22725404,-18.90027816,-14.76006119,-11.18421533,-8.918391776,-6.89535863,-6.00767859,-5.123556115,-4.495680478,-4.064246136,-3.530799698,-3.353469997,-2.519964869,-2.099787009,-1.161031792,-0.6744674201,0.2187772354,0.9339597246,1.95352031,3.406104991,4.290419791,5.896510447,8.271081443,14.15878382,28.31756764
20.0000001,100,50.00000001,55,-199.5961044,-99.79805221,-65.36057952,-41.00960136,-24.00269894,-11.59745349,-10.27614234,-7.551873841,-6.323258137,-5.380490212,-4.335241208,-2.987209265,-2.091319735,-1.695278688,-1.432316765,-1.096258411,-1.053746914,-0.3307674574,0.05273542721,1.226167178,1.767304806,2.171080186,2.791672083,3.083757272,6.336610417,8.11005817,10.87979458,13.70460954,14.66728508,29.33457016
20.0000001,100,55.00000001,60,-108.4746705,-54.23733524,-30.14365361,-22.42115818,-18.72428804,-16.0101912,-14.81228842,-9.471994028,-7.219806649,-5.537077804,-5.126525248,-3.888012605,-2.66385618,-1.789417456,-1.24859877,-1.115476757,-0.6919956408,-0.3579959842,0.3634475974,0.9459264494,1.776427978,2.534672014,3.742625592,4.285921312,7.091271948,9.5644063,10.76440313,12.00755821,12.01997153,24.03994306
20.0000001,100,60.00000001,65,-21.06931826,-10.53465913,-9.074047718,-7.856195447,-6.960812423,-6.907828746,-6.745085514,-5.658326365,-4.164980572,-3.611693123,-2.716609943,-1.742504242,-1.048037094,-0.9425693306,-0.3473444514,-0.1447854741,-0.03262029674,0.08482027747,0.1572336265,0.4389686967,0.8468039274,1.50162083,3.794226685,6.094434952,6.815787119,9.226553189,9.4920203,9.592056855,9.816148649,19.6322973
20.0000001,100,65.00000001,70,-108.4746705,-54.23733524,-16.81599295,-7.584490207,-6.719082624,-6.169475411,-5.607192782,-4.107760761,-3.05273815,-2.348534129,-2.050835179,-1.921094468,-1.655496112,-1.171006822,-0.8994485585,-0.5582951618,-0.08547581861,0.08286804081,0.2134028735,0.6371840219,0.8064498808,1.439590127,1.830114624,2.682897232,4.634478714,8.983968859,10.24336162,10.46821074,10.94587322,21.89174644
20.0000001,100,70.00000001,75,-109.1146383,-54.55731916,-22.43959987,-6.601817051,-6.491032516,-6.302932361,-6.169220391,-4.847167614,-4.060694062,-3.005180311,-2.464139525,-2.060437329,-1.52746223,-0.9342996352,-0.8134390488,-0.3638912257,-0.16185354,-0.1069669647,-0.05704120795,0.02690625547,0.3313484715,0.9056327196,1.391957865,2.17036827,3.239049076,3.635510666,5.043764867,6.539825691,10.12806744,20.25613488
20.0000001,100,75.00000001,80,-108.9233506,-54.46167529,-24.94525869,-24.77458907,-22.97203716,-6.535104063,-5.127811893,-3.131658732,-2.740860284,-2.229916838,-1.883481026,-1.25001114,-1.07681809,-0.7862070039,-0.4380246122,-0.1259258245,-0.03605909846,0.1088240556,0.4131846098,0.5956603613,0.7488487664,0.9490935646,1.334182932,2.160374323,4.264450887,4.581033567,4.842067397,4.981419097,7.90405042,15.80810084
20.0000001,100,80.00000001,85,-232.5272642,-116.2636321,-55.8809309,-26.38449989,-24.87942181,-8.892655129,-7.504318743,-4.087099553,-2.08646649,-1.715695555,-1.198948945,-0.9659135274,-0.5671031831,-0.3169199167,-0.1069462823,-0.0135036779,0.03197562778,0.2704287044,0.3518431076,0.6682581565,0.8402572944,1.099329741,2.635567615,3.209218398,4.371695586,4.500590897,5.167886813,6.480277876,6.636107316,13.27221463
20.0000001,100,85.00000001,90,-109.5565821,-54.77829106,-54.63988355,-54.58660895,-54.42517573,-44.4021897,-22.0260781,-1.980276701,-1.585616851,-1.316635322,-0.812294719,-0.2489376468,-0.09753550092,-0.01212858153,0.006455337328,0.04290613387,0.1158124924,0.184279718,0.2483050852,0.3716664899,0.5658387294,0.6958909452,1.377818645,2.101743246,2.773222892,3.303218934,3.350112715,3.65479404,4.774750274,9.549500548
20.0000001,100,90.00000001,95,-111.3755969,-55.68779847,-55.15277454,-26.48103944,-5.757929333,-2.888937179,-2.688026456,-1.11215408,-0.478578508,-0.3010841568,-0.1391263742,-0.07235261654,-0.02054806756,0.005705069314,0.02345097179,0.06532939199,0.1458902799,0.2423481375,0.2975498141,0.3733204954,0.5778766623,0.6572359157,0.6944472817,0.8104326178,2.09750398,3.171920422,3.320916303,3.521205594,5.11333636,10.22667272
20.0000001,100,95.00000001,99.9999999,-73.17102438,-36.58551219,-23.79750557,-4.362216533,-2.074082362,-1.904121259,-1.223587354,-0.3666137705,-0.1344558242,-0.07127245803,-0.03770459495,-0.01302226212,0,0.008249338937,0.01900319875,0.02552387759,0.04154643648,0.05452995224,0.09516344996,0.1319892329,0.218218758,0.2828047434,0.3887011271,0.6469096065,0.9440694018,2.14617397,2.742426102,2.885261566,4.799014231,9.598028462
20.0000001,100,99.99999991,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
