timestamp,state,county,fips,trump_votes,harris_votes,other_votes,eevp,state_eevp
2024-11-05T15-30-22,MD,Montgomery,24031,3033,12288,0,100.0,100.00
2024-11-05T15-30-22,MD,Prince George's,24033,27421,227308,0,100.0,100.00
